text,label,rating,cleaned_text,vader_sentiment,vader_score,textblob_sentiment,textblob_polarity,lr_sentiment,true_sentiment
"This is a great buy, quality is superb.",Positive,5,this is a great buy quality is superb,Positive,0.8481,Positive,0.9,Positive,Positive
"Thrilled with my purchase, everything is perfect.",Positive,5,thrilled with my purchase everything is perfect,Positive,0.765,Positive,0.8,Positive,Positive
Really impressed with the durability and finish.,Positive,5,really impressed with the durability and finish,Positive,0.5256,Positive,1.0,Positive,Positive
"Really good quality, arrived quickly and well packaged.",Positive,5,really good quality arrived quickly and well packaged,Positive,0.6478,Positive,0.5166666666666666,Positive,Positive
This product is amazing! Love it!,Positive,5,this product is amazing love it,Positive,0.8402,Positive,0.55,Positive,Positive
Above and beyond what I expected for this price.,Positive,5,above and beyond what i expected for this price,Neutral,0.0,Neutral,-0.05,Positive,Positive
"Awful product, does not work at all.",Negative,1,awful product does not work at all,Negative,-0.4588,Negative,-1.0,Negative,Negative
It will do for now but I will probably upgrade later.,Neutral,3,it will do for now but i will probably upgrade later,Neutral,0.0,Neutral,0.0,Neutral,Neutral
Do not waste your money on this junk.,Negative,1,do not waste your money on this junk,Positive,0.3252,Neutral,0.1,Negative,Negative
"Terrible purchase, already throwing it away.",Negative,1,terrible purchase already throwing it away,Negative,-0.4767,Negative,-1.0,Negative,Negative
The quality exceeded what I expected at this price point.,Positive,5,the quality exceeded what i expected at this price point,Neutral,0.0,Neutral,-0.1,Positive,Positive
The product is defective and there is no support.,Negative,1,the product is defective and there is no support,Negative,-0.34,Neutral,0.0,Negative,Negative
It functions but the design could be better.,Neutral,3,it functions but the design could be better,Positive,0.5927,Positive,0.5,Neutral,Neutral
"Excellent product, very sturdy and well designed.",Positive,5,excellent product very sturdy and well designed,Positive,0.7239,Positive,0.6,Positive,Positive
The product works but feels a bit cheap.,Neutral,3,the product works but feels a bit cheap,Neutral,0.0,Positive,0.4,Neutral,Neutral
"I regret buying this, complete waste.",Negative,1,i regret buying this complete waste,Negative,-0.6808,Neutral,-0.05,Negative,Negative
"I love this product, it has made my life so much easier.",Positive,5,i love this product it has made my life so much easier,Positive,0.8062,Positive,0.35,Positive,Positive
"This is exactly what I needed, works great.",Positive,5,this is exactly what i needed works great,Positive,0.6249,Positive,0.525,Positive,Positive
"Really good quality, arrived quickly and well packaged.",Positive,5,really good quality arrived quickly and well packaged,Positive,0.6478,Positive,0.5166666666666666,Positive,Positive
I expected a bit more for the price.,Neutral,3,i expected a bit more for the price,Neutral,0.0,Positive,0.2,Neutral,Neutral
"Awful product, does not work at all.",Negative,1,awful product does not work at all,Negative,-0.4588,Negative,-1.0,Negative,Negative
It serves its purpose but I would not buy again.,Neutral,3,it serves its purpose but i would not buy again,Neutral,0.0,Neutral,0.0,Neutral,Neutral
The product description was accurate.,Neutral,3,the product description was accurate,Neutral,0.0,Positive,0.4000000000000001,Neutral,Neutral
"The quality is absolutely terrible, very disappointed.",Negative,1,the quality is absolutely terrible very disappointed,Negative,-0.7935,Negative,-0.9875,Negative,Negative
Fantastic build quality and very easy to use.,Positive,5,fantastic build quality and very easy to use,Positive,0.7778,Positive,0.4816666666666667,Positive,Positive
Very poor quality and bad customer service.,Negative,1,very poor quality and bad customer service,Negative,-0.7841,Negative,-0.6099999999999999,Negative,Negative
"Cheap materials, fell apart quickly.",Negative,1,cheap materials fell apart quickly,Neutral,0.0,Positive,0.3666666666666667,Negative,Negative
The product is top notch and the delivery was fast.,Positive,5,the product is top notch and the delivery was fast,Positive,0.2023,Positive,0.35,Positive,Positive
The product is top notch and the delivery was fast.,Positive,5,the product is top notch and the delivery was fast,Positive,0.2023,Positive,0.35,Positive,Positive
I have mixed feelings about this purchase.,Neutral,3,i have mixed feelings about this purchase,Neutral,0.0,Neutral,0.0,Neutral,Neutral
"Completely useless, wasted my money.",Negative,1,completely useless wasted my money,Negative,-0.763,Negative,-0.35,Negative,Negative
I would give zero stars if I could.,Negative,1,i would give zero stars if i could,Neutral,0.0,Neutral,0.0,Negative,Negative
There are better options but this is fine.,Neutral,3,there are better options but this is fine,Positive,0.4854,Positive,0.45833333333333337,Neutral,Neutral
I expected a bit more for the price.,Neutral,3,i expected a bit more for the price,Neutral,0.0,Positive,0.2,Neutral,Neutral
Fast delivery and excellent product.,Positive,5,fast delivery and excellent product,Positive,0.5719,Positive,0.6,Positive,Positive
"Fantastic purchase, no regrets at all.",Positive,5,fantastic purchase no regrets at all,Neutral,-0.0258,Positive,0.225,Positive,Positive
Not the best but not the worst.,Neutral,3,not the best but not the worst,Positive,0.5035,Neutral,0.0,Neutral,Neutral
Best purchase I've made this year.,Positive,5,best purchase ive made this year,Positive,0.6369,Positive,1.0,Positive,Positive
Worst product I've ever bought.,Negative,1,worst product ive ever bought,Negative,-0.6249,Negative,-1.0,Negative,Negative
"Incredible value for money, I am very impressed.",Positive,5,incredible value for money i am very impressed,Positive,0.6997,Positive,0.95,Positive,Positive
"Cheap and flimsy, do not recommend at all.",Negative,1,cheap and flimsy do not recommend at all,Negative,-0.2755,Positive,0.4,Negative,Negative
Neither impressed nor disappointed.,Neutral,3,neither impressed nor disappointed,Negative,-0.5724,Positive,0.125,Neutral,Neutral
Neither impressed nor disappointed.,Neutral,3,neither impressed nor disappointed,Negative,-0.5724,Positive,0.125,Neutral,Neutral
Absolutely wonderful. Five stars!,Positive,5,absolutely wonderful five stars,Positive,0.6115,Positive,1.0,Positive,Positive
The worst online purchase I have ever made.,Negative,1,the worst online purchase i have ever made,Negative,-0.6249,Negative,-1.0,Negative,Negative
Fantastic build quality and very easy to use.,Positive,5,fantastic build quality and very easy to use,Positive,0.7778,Positive,0.4816666666666667,Positive,Positive
The product description was accurate.,Neutral,3,the product description was accurate,Neutral,0.0,Positive,0.4000000000000001,Neutral,Neutral
"Average performance, no major complaints.",Neutral,3,average performance no major complaints,Negative,-0.5994,Neutral,-0.090625,Neutral,Neutral
Works like a charm right out of the box.,Positive,5,works like a charm right out of the box,Positive,0.6369,Positive,0.2857142857142857,Positive,Positive
The material is okay but the build could be sturdier.,Neutral,3,the material is okay but the build could be sturdier,Positive,0.1154,Positive,0.5,Neutral,Neutral
The value is okay for the price paid.,Neutral,3,the value is okay for the price paid,Positive,0.5106,Positive,0.5,Neutral,Neutral
It arrived intact and works as intended.,Neutral,3,it arrived intact and works as intended,Positive,0.2023,Neutral,0.0,Neutral,Neutral
The quality control is non existent on this product.,Negative,1,the quality control is non existent on this product,Neutral,0.0,Neutral,0.0,Negative,Negative
"Super happy with this purchase, everything works perfectly.",Positive,5,super happy with this purchase everything works perfectly,Positive,0.9153,Positive,0.7111111111111111,Positive,Positive
Middle of the road product.,Neutral,3,middle of the road product,Neutral,0.0,Neutral,0.0,Neutral,Neutral
Terrible customer service and even worse product.,Negative,1,terrible customer service and even worse product,Negative,-0.7351,Negative,-0.7,Negative,Negative
Waste of money. Do not recommend.,Negative,1,waste of money do not recommend,Negative,-0.6007,Negative,-0.2,Negative,Negative
"This is exactly what I needed, works great.",Positive,5,this is exactly what i needed works great,Positive,0.6249,Positive,0.525,Positive,Positive
"Highly recommended, the customer service was also excellent.",Positive,5,highly recommended the customer service was also excellent,Positive,0.6997,Positive,0.58,Positive,Positive
Not the best but not the worst.,Neutral,3,not the best but not the worst,Positive,0.5035,Neutral,0.0,Neutral,Neutral
A wonderful product that I would recommend to anyone.,Positive,5,a wonderful product that i would recommend to anyone,Positive,0.7351,Positive,1.0,Positive,Positive
Not great but not terrible either.,Neutral,3,not great but not terrible either,Positive,0.2924,Neutral,0.04999999999999999,Neutral,Neutral
"Thrilled with my purchase, everything is perfect.",Positive,5,thrilled with my purchase everything is perfect,Positive,0.765,Positive,0.8,Positive,Positive
I expected a bit more for the price.,Neutral,3,i expected a bit more for the price,Neutral,0.0,Positive,0.2,Neutral,Neutral
Great customer support and fantastic product.,Positive,5,great customer support and fantastic product,Positive,0.886,Positive,0.6000000000000001,Positive,Positive
It will do for now but I will probably upgrade later.,Neutral,3,it will do for now but i will probably upgrade later,Neutral,0.0,Neutral,0.0,Neutral,Neutral
"Incredible value for money, I am very impressed.",Positive,5,incredible value for money i am very impressed,Positive,0.6997,Positive,0.95,Positive,Positive
Mediocre quality at a reasonable price.,Neutral,3,mediocre quality at a reasonable price,Neutral,0.0,Negative,-0.15,Neutral,Neutral
The product is top notch and the delivery was fast.,Positive,5,the product is top notch and the delivery was fast,Positive,0.2023,Positive,0.35,Positive,Positive
The packaging was great and the product works flawlessly.,Positive,5,the packaging was great and the product works flawlessly,Positive,0.7096,Positive,0.9,Positive,Positive
"It is an okay product, does what it should.",Neutral,3,it is an okay product does what it should,Positive,0.2263,Positive,0.5,Neutral,Neutral
The material is okay but the build could be sturdier.,Neutral,3,the material is okay but the build could be sturdier,Positive,0.1154,Positive,0.5,Neutral,Neutral
It works fine but does not feel premium.,Neutral,3,it works fine but does not feel premium,Positive,0.1027,Positive,0.4166666666666667,Neutral,Neutral
"Save your money, this is not worth anything.",Negative,1,save your money this is not worth anything,Positive,0.3682,Negative,-0.15,Negative,Negative
The item was defective and customer service was no help.,Negative,1,the item was defective and customer service was no help,Negative,-0.34,Neutral,0.0,Negative,Negative
"It is an okay product, does what it should.",Neutral,3,it is an okay product does what it should,Positive,0.2263,Positive,0.5,Neutral,Neutral
"The product itself is fine, shipping was slow.",Neutral,3,the product itself is fine shipping was slow,Positive,0.2023,Neutral,0.05833333333333332,Neutral,Neutral
"Superb quality, would buy again.",Positive,5,superb quality would buy again,Positive,0.6249,Positive,1.0,Positive,Positive
The materials are so cheap it is laughable.,Negative,1,the materials are so cheap it is laughable,Positive,0.0516,Neutral,-0.04999999999999999,Negative,Negative
